"samp_session","id","treatment","prior_temp_24","prior_temp_26","prior_temp_28","prior_temp_30","prior_temp_32","prior_temp_34","lnmass_24","lnmass_26","lnmass_28","lnmass_30","lnmass_32","lnmass_34","z_lnmass_24","z_lnmass_26","z_lnmass_28","z_lnmass_30","z_lnmass_32","z_lnmass_34","lnmr_24","lnmr_26","lnmr_28","lnmr_30","lnmr_32","lnmr_34"
5,"ld0497",23,NA,16.9,34,NA,26,24.8,NA,-1.41058705368894,-1.48280526150073,NA,-1.41058705368894,-1.48280526150073,NA,0.153457163213355,-0.19528150455131,NA,0.153457163213355,-0.19528150455131,NA,-6.36719028714618,-6.20276104255929,NA,-5.72130041992882,-5.74468503521845
5,"ld0497",23,NA,16.9,34,NA,26,24.8,NA,-1.41058705368894,-1.48280526150073,NA,-1.41058705368894,-1.48280526150073,NA,0.153457163213355,-0.19528150455131,NA,0.153457163213355,-0.19528150455131,NA,-6.47943847531943,-6.20160162213956,NA,-5.84805212556796,-5.97867860255673
6,"ld0497",23,NA,15.9,30,16.2,26,NA,NA,-1.48722027970985,-1.41058705368894,-1.41058705368894,-1.48722027970985,NA,NA,-0.216601440548843,0.153457163213355,0.153457163213355,-0.216601440548843,NA,NA,-6.96164616584791,-6.61039128482003,-6.20908842604682,-6.04279689421368,NA
6,"ld0497",23,NA,15.9,30,16.2,26,NA,NA,-1.48722027970985,-1.41058705368894,-1.41058705368894,-1.48722027970985,NA,NA,-0.216601440548843,0.153457163213355,0.153457163213355,-0.216601440548843,NA,NA,-7.32518158081795,-6.62776144860157,-6.47612617091826,-6.16750037271463,NA
7,"ld0497",23,18.5,32,NA,NA,17.5,24,-1.36649173382371,-1.43548460531066,NA,NA,-1.43548460531066,-1.36649173382371,0.366391595822504,0.0332279406080199,NA,NA,0.0332279406080199,0.366391595822504,-6.67439910346781,-6.63750534387662,NA,NA,-5.90158093147965,-5.99408233337068
7,"ld0497",23,18.5,32,NA,NA,17.5,24,-1.36649173382371,-1.43548460531066,NA,NA,-1.43548460531066,-1.36649173382371,0.366391595822504,0.0332279406080199,NA,NA,0.0332279406080199,0.366391595822504,-6.42749774501449,-6.35172622157093,NA,NA,-6.17156342683203,-6.1698236457903
8,"ld0497",23,NA,NA,NA,NA,NA,NA,NA,-1.29462717259407,-1.29462717259407,-1.29462717259407,-1.29462717259407,NA,NA,0.713422519215532,0.713422519215532,0.713422519215532,0.713422519215532,NA,NA,-6.29060288221389,-6.32936140005976,-6.2614365060646,-5.52249367978093,NA
8,"ld0497",23,NA,NA,NA,NA,NA,NA,NA,-1.29462717259407,-1.29462717259407,-1.29462717259407,-1.29462717259407,NA,NA,0.713422519215532,0.713422519215532,0.713422519215532,0.713422519215532,NA,NA,-6.18170879397475,-6.38598029405926,-6.38017419573143,-5.65862585410551,NA
9,"ld0497",23,NA,NA,NA,NA,NA,NA,-1.25176346816228,NA,-1.29462717259407,-1.29462717259407,-1.25176346816228,NA,0.920409533043862,NA,0.713422519215532,0.713422519215532,0.920409533043862,NA,-6.45520083303036,NA,-6.54323714232193,-5.57871139812069,-6.30428569361824,NA
9,"ld0497",23,NA,NA,NA,NA,NA,NA,-1.25176346816228,NA,-1.29462717259407,-1.29462717259407,-1.25176346816228,NA,0.920409533043862,NA,0.713422519215532,0.713422519215532,0.920409533043862,NA,-6.79877980786426,NA,-6.38302236130901,-5.67467538638243,-6.01089219962703,NA
10,"ld0497",23,NA,NA,NA,NA,NA,NA,-1.28735441326499,-1.26940060964839,NA,NA,-1.26940060964839,-1.28735441326499,0.748542366083041,0.835240523573693,NA,NA,0.835240523573693,0.748542366083041,-6.93958897603479,-6.40693884126706,NA,NA,-6.14272499550223,-5.58171192495855
10,"ld0497",23,NA,NA,NA,NA,NA,NA,-1.28735441326499,-1.26940060964839,NA,NA,-1.26940060964839,-1.28735441326499,0.748542366083041,0.835240523573693,NA,NA,0.835240523573693,0.748542366083041,-7.11646463781728,-6.67169164190196,NA,NA,-5.99775534174936,-5.6340114243614
1,"ld0502",29,25,34,NA,NA,24,23,-2.20727491318972,-1.55589714550607,NA,NA,-2.20727491318972,-1.55589714550607,-3.69371477811517,-0.548239117662636,NA,NA,-3.69371477811517,-0.548239117662636,-7.3103731300707,-6.21306652743575,NA,NA,-6.01100831585573,-5.8480249488541
1,"ld0502",29,25,34,NA,NA,24,23,-2.20727491318972,-1.55589714550607,NA,NA,-2.20727491318972,-1.55589714550607,-3.69371477811517,-0.548239117662636,NA,NA,-3.69371477811517,-0.548239117662636,-7.12858498321492,-6.29858870087391,NA,NA,NA,-6.18018397374535
2,"ld0502",29,23.5,32,NA,NA,22.5,24,-1.59454929994035,-1.58963528513792,NA,NA,-1.58963528513792,-1.59454929994035,-0.734888734872359,-0.711159165453511,NA,NA,-0.711159165453511,-0.734888734872359,-6.97329615602479,-7.0704559190226,NA,NA,-6.35199657492445,-6.28166656921181
2,"ld0502",29,23.5,32,NA,NA,22.5,24,-1.59454929994035,-1.58963528513792,NA,NA,-1.58963528513792,-1.59454929994035,-0.734888734872359,-0.711159165453511,NA,NA,-0.711159165453511,-0.734888734872359,-7.41691303009733,-7.0454786359364,NA,NA,-6.23003816785758,-5.99333703801291
3,"ld0502",29,NA,30,16.8,17.2,NA,28,NA,-1.52326021619305,-1.63475572041839,-1.52326021619305,NA,-1.63475572041839,NA,-0.39063676787553,-0.92904383699893,-0.39063676787553,NA,-0.92904383699893,NA,-7.16184816252462,-6.18233629310402,-6.06903582201554,NA,-5.90546536022111
3,"ld0502",29,NA,30,16.8,17.2,NA,28,NA,-1.52326021619305,-1.63475572041839,-1.52326021619305,NA,-1.63475572041839,NA,-0.39063676787553,-0.92904383699893,-0.39063676787553,NA,-0.92904383699893,NA,-6.96039743582167,-6.1984956493342,-6.26227942763408,NA,-5.86175210706097
4,"ld0502",29,16.8,NA,30,18.5,24,NA,-1.37832619147071,NA,-1.39030238251743,-1.39030238251743,-1.37832619147071,NA,0.309243500922553,NA,0.251410981436457,0.251410981436457,0.309243500922553,NA,-6.86750782289582,NA,-6.20325725484277,-6.6692056058696,-5.95391600679286,NA
4,"ld0502",29,16.8,NA,30,18.5,24,NA,-1.37832619147071,NA,-1.39030238251743,-1.39030238251743,-1.37832619147071,NA,0.309243500922553,NA,0.251410981436457,0.251410981436457,0.309243500922553,NA,-6.40012437049931,NA,-6.35200251610312,-7.11103835814863,-5.87242297254167,NA
5,"ld0502",29,NA,34,18.1,28,NA,15.5,NA,-1.3509272172826,-1.34323487165944,-1.34323487165944,NA,-1.3509272172826,NA,0.441551987189368,0.478697998505456,0.478697998505456,NA,0.441551987189368,NA,-6.26693212065068,-6.36263322728891,-5.88154927397178,NA,-5.97882989852214
5,"ld0502",29,NA,34,18.1,28,NA,15.5,NA,-1.3509272172826,-1.34323487165944,-1.34323487165944,NA,-1.3509272172826,NA,0.441551987189368,0.478697998505456,0.478697998505456,NA,0.441551987189368,NA,-6.43818473011721,-6.34376474298452,-6.15760330842844,NA,-5.97882989852214
6,"ld0502",29,NA,15.5,17.7,26,28,NA,NA,-1.29828348379718,-1.24479479884619,-1.29828348379718,-1.24479479884619,NA,NA,0.695766347225932,0.954060942113997,0.695766347225932,0.954060942113997,NA,NA,-6.86991308658399,-5.99414895566983,-5.98905320061455,-6.0277357499017,NA
6,"ld0502",29,NA,15.5,17.7,26,28,NA,NA,-1.29828348379718,-1.24479479884619,-1.29828348379718,-1.24479479884619,NA,NA,0.695766347225932,0.954060942113997,0.695766347225932,0.954060942113997,NA,NA,-6.78039163495591,-6.22376609586259,-5.74033870879983,-6.35012324664117,NA
7,"ld0502",29,NA,NA,NA,NA,NA,NA,-1.20731170559145,NA,-1.19072757757592,-1.20731170559145,-1.19072757757592,NA,1.13506521238642,NA,1.21514926439237,1.13506521238642,1.21514926439237,NA,-6.71147020271565,NA,-5.98188244562068,-6.31987953829512,-5.98532125017609,NA
7,"ld0502",29,NA,NA,NA,NA,NA,NA,-1.20731170559145,NA,-1.19072757757592,-1.20731170559145,-1.19072757757592,NA,1.13506521238642,NA,1.21514926439237,1.13506521238642,1.21514926439237,NA,-6.66942196647215,NA,-6.1144805670622,-6.29050492961522,-5.89266241969338,NA
8,"ld0502",29,NA,NA,NA,NA,NA,NA,-1.10262031006565,-1.13320373343773,NA,-1.10262031006565,-1.13320373343773,NA,1.64061552868943,1.49292947214457,NA,1.64061552868943,1.49292947214457,NA,-6.49807226502055,-6.90132221942604,NA,-5.72037794625931,-5.96274030046226,NA
8,"ld0502",29,NA,NA,NA,NA,NA,NA,-1.10262031006565,-1.13320373343773,NA,-1.10262031006565,-1.13320373343773,NA,1.64061552868943,1.49292947214457,NA,1.64061552868943,1.49292947214457,NA,-6.44469780442918,-6.34364117837855,NA,-5.87206253359138,-5.79786565727203,NA
9,"ld0502",29,NA,NA,NA,NA,NA,NA,-1.00512194558077,-1.06711362160874,NA,NA,-1.00512194558077,-1.06711362160874,2.1114310026527,1.81207582387519,NA,NA,2.1114310026527,1.81207582387519,-5.87600851797793,-6.22153349425082,NA,NA,-5.65225898920445,-5.66251772406501
9,"ld0502",29,NA,NA,NA,NA,NA,NA,-1.00512194558077,-1.06711362160874,NA,NA,-1.00512194558077,-1.06711362160874,2.1114310026527,1.81207582387519,NA,NA,2.1114310026527,1.81207582387519,-5.92509812817445,-6.01736070156639,NA,NA,-5.55250858643739,-5.82995412044431
10,"ld0502",29,NA,NA,NA,NA,NA,NA,NA,-0.999672340813206,-0.928869514081015,-0.999672340813206,-0.928869514081015,NA,NA,2.13774691333602,2.47965076579526,2.13774691333602,2.47965076579526,NA,NA,-6.10261618829581,NA,-5.6857700821786,-5.34685739050736,NA
10,"ld0502",29,NA,NA,NA,NA,NA,NA,NA,-0.999672340813206,-0.928869514081015,-0.999672340813206,-0.928869514081015,NA,NA,2.13774691333602,2.47965076579526,2.13774691333602,2.47965076579526,NA,NA,-6.31732336899383,NA,-5.55670776775263,-5.51878726843809,NA
1,"ld0503",29,24.1,NA,32,NA,24.4,24,-1.48280526150073,NA,-1.57021719928082,NA,-1.57021719928082,-1.48280526150073,-0.19528150455131,NA,-0.617390051021969,NA,-0.617390051021969,-0.19528150455131,-6.18966616191892,NA,-6.48034704287513,NA,-6.21193538498057,-5.67380073135373
1,"ld0503",29,24.1,NA,32,NA,24.4,24,-1.48280526150073,NA,-1.57021719928082,NA,-1.57021719928082,-1.48280526150073,-0.19528150455131,NA,-0.617390051021969,NA,-0.617390051021969,-0.19528150455131,-6.32753595614204,NA,-6.01146567822751,NA,-5.83451639555811,-5.60037326279892
2,"ld0503",29,26.5,NA,34,NA,24,24.6,-1.50507789710986,NA,-1.50959257746438,NA,-1.50507789710986,-1.50959257746438,-0.302835118872163,NA,-0.32463631915013,NA,-0.302835118872163,-0.32463631915013,-6.6020901416849,NA,-6.5806583978215,NA,-5.71359961343751,-6.49094145520248
2,"ld0503",29,26.5,NA,34,NA,24,24.6,-1.50507789710986,NA,-1.50959257746438,NA,-1.50507789710986,-1.50959257746438,-0.302835118872163,NA,-0.32463631915013,NA,-0.302835118872163,-0.32463631915013,-6.72110698379021,NA,-6.5030824585634,NA,-6.1146301244778,-6.32388737053931
3,"ld0503",29,NA,30,19.2,21,NA,28,NA,-1.50507789710986,-1.48722027970985,-1.50507789710986,NA,-1.48722027970985,NA,-0.302835118872163,-0.216601440548843,-0.302835118872163,NA,-0.216601440548843,NA,-6.47958759674167,-6.47635782490441,-6.83529219669213,NA,-5.94430934564553
3,"ld0503",29,NA,30,19.2,21,NA,28,NA,-1.50507789710986,-1.48722027970985,-1.50507789710986,NA,-1.48722027970985,NA,-0.302835118872163,-0.216601440548843,-0.302835118872163,NA,-0.216601440548843,NA,-6.37318811995142,-6.5578306365042,-6.79044163052678,NA,-5.81425621739733
4,"ld0503",29,NA,34,20.1,NA,28,17.5,NA,-1.41881755282545,-1.46101790731583,NA,-1.46101790731583,-1.41881755282545,NA,0.113712431366967,-0.0900712936809144,NA,-0.0900712936809144,0.113712431366967,NA,-6.5808972793212,-6.05872615842537,NA,-6.20378041645734,-6.14028326084561
4,"ld0503",29,NA,34,20.1,NA,28,17.5,NA,-1.41881755282545,-1.46101790731583,NA,-1.46101790731583,-1.41881755282545,NA,0.113712431366967,-0.0900712936809144,NA,-0.0900712936809144,0.113712431366967,NA,-6.64647426362674,-5.88245767334449,NA,-6.2548818765891,-5.93532202861459
5,"ld0503",29,NA,16.8,34,NA,26,24.1,NA,-1.38230233985035,-1.18090753139494,NA,-1.38230233985035,-1.18090753139494,NA,0.290042848749576,1.26256985161416,NA,0.290042848749576,1.26256985161416,NA,-6.2804401530853,-6.25507946251311,NA,-6.23520702665902,-5.85239254421138
5,"ld0503",29,NA,16.8,34,NA,26,24.1,NA,-1.38230233985035,-1.18090753139494,NA,-1.38230233985035,-1.18090753139494,NA,0.290042848749576,1.26256985161416,NA,0.290042848749576,1.26256985161416,NA,-6.46346992520631,-6.20506904193845,NA,-6.04751022434056,-5.91301716602781
6,"ld0503",29,NA,18.8,30,18.5,26,NA,NA,-1.43548460531066,-1.37832619147071,-1.37832619147071,-1.43548460531066,NA,NA,0.0332279406080199,0.309243500922553,0.309243500922553,0.0332279406080199,NA,NA,-7.55668271534303,-6.3935314765845,-6.9109763533785,-6.67576735170753,NA
6,"ld0503",29,NA,18.8,30,18.5,26,NA,NA,-1.43548460531066,-1.37832619147071,-1.37832619147071,-1.43548460531066,NA,NA,0.0332279406080199,0.309243500922553,0.309243500922553,0.0332279406080199,NA,NA,-6.83873155741728,-6.44326267744951,-6.88894363837862,-6.45525028254915,NA
7,"ld0503",29,34,NA,17.2,28,NA,17.7,-1.22758266996507,NA,-1.34707364796661,-1.34707364796661,NA,-1.22758266996507,1.03717758370996,NA,0.460160710254046,0.460160710254046,NA,1.03717758370996,-6.88106038377618,NA,-6.79168812589369,-6.41361453104743,NA,-5.70937538617664
7,"ld0503",29,34,NA,17.2,28,NA,17.7,-1.22758266996507,NA,-1.34707364796661,-1.34707364796661,NA,-1.22758266996507,1.03717758370996,NA,0.460160710254046,0.460160710254046,NA,1.03717758370996,-6.96042691318337,NA,-6.75989354023254,-6.35962622080501,NA,-5.70210262684756
8,"ld0503",29,NA,NA,NA,NA,NA,NA,NA,-1.39836694235416,-1.39836694235416,-1.39836694235416,-1.39836694235416,NA,NA,0.212467563442771,0.212467563442771,0.212467563442771,0.212467563442771,NA,NA,-6.58168075718438,-7.0270878663755,-7.04468375494509,-5.96348146935154,NA
8,"ld0503",29,NA,NA,NA,NA,NA,NA,NA,-1.39836694235416,-1.39836694235416,-1.39836694235416,-1.39836694235416,NA,NA,0.212467563442771,0.212467563442771,0.212467563442771,0.212467563442771,NA,NA,-6.73913349935021,-6.76570281847115,-7.11089498347017,-6.1527627334875,NA
9,"ld0503",29,NA,NA,NA,NA,NA,NA,-1.22758266996507,NA,-1.26584820804402,-1.26584820804402,-1.22758266996507,NA,1.03717758370996,NA,0.852394920510552,0.852394920510552,1.03717758370996,NA,-6.91760924317688,NA,-6.39298939915371,-6.47249878280876,-5.91066989328819,NA
9,"ld0503",29,NA,NA,NA,NA,NA,NA,-1.22758266996507,NA,-1.26584820804402,-1.26584820804402,-1.22758266996507,NA,1.03717758370996,NA,0.852394920510552,0.852394920510552,1.03717758370996,NA,-6.60427934905822,NA,-6.44168055832331,-6.2745911226244,-5.85756006797424,NA
10,"ld0503",29,NA,NA,NA,NA,NA,NA,-1.21066179247673,NA,-1.23100147671386,-1.21066179247673,NA,-1.23100147671386,1.11888778466191,NA,1.02066831067423,1.11888778466191,NA,1.02066831067423,-6.79654072669403,NA,-6.46061861095965,-6.20731186141256,NA,-6.33048013117988
10,"ld0503",29,NA,NA,NA,NA,NA,NA,-1.21066179247673,NA,-1.23100147671386,-1.21066179247673,NA,-1.23100147671386,1.11888778466191,NA,1.02066831067423,1.11888778466191,NA,1.02066831067423,-6.9056832085468,NA,-6.79855176822053,-5.72831266925825,NA,-6.68176464013625
1,"ld0504",29,NA,30,23.3,24.2,28,NA,NA,-1.95192822138088,NA,-1.95192822138088,NA,NA,NA,-2.46065641488919,NA,-2.46065641488919,NA,NA,NA,-7.01453087841244,NA,-6.77971576816329,NA,NA
1,"ld0504",29,NA,30,23.3,24.2,28,NA,NA,-1.95192822138088,NA,-1.95192822138088,NA,NA,NA,-2.46065641488919,NA,-2.46065641488919,NA,NA,NA,-6.67940995823085,NA,-6.64087932330907,NA,NA
2,"ld0504",29,NA,21.6,34,26,NA,23.9,NA,-1.66600826392249,-1.68739945390381,-1.66600826392249,NA,-1.68739945390381,NA,-1.07996104633042,-1.18325819703549,-1.07996104633042,NA,-1.18325819703549,NA,-6.48067166122873,-6.93431460432626,NA,NA,-6.06554548377354
2,"ld0504",29,NA,21.6,34,26,NA,23.9,NA,-1.66600826392249,-1.68739945390381,-1.66600826392249,NA,-1.68739945390381,NA,-1.07996104633042,-1.18325819703549,-1.07996104633042,NA,-1.18325819703549,NA,-6.3710284837789,-6.32219764650917,NA,NA,-6.25583186992997
3,"ld0504",29,34,16.2,NA,NA,26,16.8,-1.62964061975162,-1.86433016206289,NA,NA,-1.86433016206289,-1.62964061975162,-0.904343232455262,-2.03764909539249,NA,NA,-2.03764909539249,-0.904343232455262,-7.11074639768318,-6.93768676039697,NA,NA,-6.42782690467219,-6.06284118700191
3,"ld0504",29,34,16.2,NA,NA,26,16.8,-1.62964061975162,-1.86433016206289,NA,NA,-1.86433016206289,-1.62964061975162,-0.904343232455262,-2.03764909539249,NA,NA,-2.03764909539249,-0.904343232455262,-6.56204356276391,-6.83490689133263,NA,NA,-6.26182391499631,-6.18023244988149
4,"ld0504",29,NA,34,17,NA,28,17.9,NA,-1.57503648571677,-1.57021719928082,NA,-1.57021719928082,-1.57503648571677,NA,-0.640662181169936,-0.617390051021969,NA,-0.617390051021969,-0.640662181169936,NA,-6.91216644833026,-6.55232440827869,NA,-5.71888465739004,-6.22543647975979
4,"ld0504",29,NA,34,17,NA,28,17.9,NA,-1.57503648571677,-1.57021719928082,NA,-1.57021719928082,-1.57503648571677,NA,-0.640662181169936,-0.617390051021969,NA,-0.617390051021969,-0.640662181169936,NA,-6.92725474798146,-6.91132223363357,NA,-6.34702700764099,-6.83924691808321
5,"ld0504",29,30,NA,18.3,15.1,28,NA,-1.56542102701733,NA,-1.48280526150073,-1.56542102701733,-1.48280526150073,NA,-0.594229538234124,NA,-0.19528150455131,-0.594229538234124,-0.19528150455131,NA,-6.44531326199511,NA,-6.65811610732203,-6.32915815950159,-6.07629496240883,NA
5,"ld0504",29,30,NA,18.3,15.1,28,NA,-1.56542102701733,NA,-1.48280526150073,-1.56542102701733,-1.48280526150073,NA,-0.594229538234124,NA,-0.19528150455131,-0.594229538234124,-0.19528150455131,NA,-6.62868248782151,NA,-6.3911333508834,-6.04278242296386,-6.19779251546962,NA
6,"ld0504",29,15.7,NA,17,24,NA,28,-1.52326021619305,NA,-1.43129172705063,-1.52326021619305,NA,-1.43129172705063,-0.39063676787553,NA,0.0534751721969694,-0.39063676787553,NA,0.0534751721969694,-6.3327224408531,NA,-6.45236665000113,-6.41538421852095,NA,-6.08129277338395
6,"ld0504",29,15.7,NA,17,24,NA,28,-1.52326021619305,NA,-1.43129172705063,-1.52326021619305,NA,-1.43129172705063,-0.39063676787553,NA,0.0534751721969694,-0.39063676787553,NA,0.0534751721969694,-6.02194465360667,NA,-6.33958791167739,-6.40943181999365,NA,-5.9152201233297
7,"ld0504",29,NA,NA,NA,NA,NA,NA,-1.33941077522104,NA,-1.3130438993803,-1.33941077522104,-1.3130438993803,NA,0.497164398292165,NA,0.624488925339131,0.497164398292165,0.624488925339131,NA,NA,NA,-6.12146918394208,-6.05907138791342,-6.18516631854864,NA
7,"ld0504",29,NA,NA,NA,NA,NA,NA,-1.33941077522104,NA,-1.3130438993803,-1.33941077522104,-1.3130438993803,NA,0.497164398292165,NA,0.624488925339131,0.497164398292165,0.624488925339131,NA,-6.78740986868372,NA,-5.94922327913687,-5.99828703248316,-6.0988471541948,NA
8,"ld0504",29,NA,NA,NA,NA,NA,NA,-1.23100147671386,NA,-1.25526609871349,NA,-1.25526609871349,-1.23100147671386,1.02066831067423,NA,0.903495478415404,NA,0.903495478415404,1.02066831067423,-6.09481481294541,NA,-6.1200788500755,NA,-5.82162747668576,-5.41537741882119
8,"ld0504",29,NA,NA,NA,NA,NA,NA,-1.23100147671386,NA,-1.25526609871349,NA,-1.25526609871349,-1.23100147671386,1.02066831067423,NA,0.903495478415404,NA,0.903495478415404,1.02066831067423,-6.34315964600376,NA,-5.80298289241742,NA,-5.62170221547356,-5.86736254256425
9,"ld0504",29,NA,NA,NA,NA,NA,NA,-1.0700248318162,-1.14885350510486,NA,NA,-1.0700248318162,-1.14885350510486,1.79801771304561,1.41735738738392,NA,NA,1.79801771304561,1.41735738738392,-6.04207933305129,-6.31833709253531,NA,NA,-5.46727889876998,-5.46381940528117
9,"ld0504",29,NA,NA,NA,NA,NA,NA,-1.0700248318162,-1.14885350510486,NA,NA,-1.0700248318162,-1.14885350510486,1.79801771304561,1.41735738738392,NA,NA,1.79801771304561,1.41735738738392,-6.27160814905417,-6.08080057723524,NA,NA,-5.35208318667854,-5.61892839855024
10,"ld0504",29,NA,NA,NA,NA,NA,NA,NA,-1.10262031006565,-1.02165124753198,-1.10262031006565,-1.02165124753198,NA,NA,1.64061552868943,2.03161170339001,1.64061552868943,2.03161170339001,NA,NA,-6.07280606963021,NA,-5.67723728183642,-5.52954285368452,NA
10,"ld0504",29,NA,NA,NA,NA,NA,NA,NA,-1.10262031006565,-1.02165124753198,-1.10262031006565,-1.02165124753198,NA,NA,1.64061552868943,2.03161170339001,1.64061552868943,2.03161170339001,NA,NA,-6.28954695168504,NA,-5.77540704516847,-5.48759542171521,NA
1,"ld0505",29,24.8,34,NA,NA,24,23,-1.77195684193188,-1.64506509007725,NA,NA,-1.77195684193188,-1.64506509007725,-1.59158224361684,-0.978827346577207,NA,NA,-1.59158224361684,-0.978827346577207,-6.86943439954862,-6.65245798568694,NA,NA,-5.90503715284964,-5.91036786607549
1,"ld0505",29,24.8,34,NA,NA,24,23,-1.77195684193188,-1.64506509007725,NA,NA,-1.77195684193188,-1.64506509007725,-1.59158224361684,-0.978827346577207,NA,NA,-1.59158224361684,-0.978827346577207,-6.66031274782473,-6.44315016622538,NA,NA,-5.8369257269905,-5.71050199963063
2,"ld0505",29,24.8,32,NA,NA,23.2,24,-1.91054300521802,-1.72597172869005,NA,NA,-1.72597172869005,-1.91054300521802,-2.26080895831151,-1.36952207880698,NA,NA,-1.36952207880698,-2.26080895831151,-7.02746735112992,-6.95273287098738,NA,NA,-7.16779819682877,-6.29391687437431
2,"ld0505",29,24.8,32,NA,NA,23.2,24,-1.91054300521802,-1.72597172869005,NA,NA,-1.72597172869005,-1.91054300521802,-2.26080895831151,-1.36952207880698,NA,NA,-1.36952207880698,-2.26080895831151,-7.2524959171399,-6.6390087718921,NA,NA,-6.87932779165978,-6.40336857049017
3,"ld0505",29,34,16.8,NA,NA,26,16.8,-1.69281952137315,-1.76609172247948,NA,NA,-1.76609172247948,-1.69281952137315,-1.2094314733563,-1.56325983011358,NA,NA,-1.56325983011358,-1.2094314733563,-6.81573127416418,-6.88602137710893,NA,NA,-6.25309582630903,-6.31174708310672
3,"ld0505",29,34,16.8,NA,NA,26,16.8,-1.69281952137315,-1.76609172247948,NA,NA,-1.76609172247948,-1.69281952137315,-1.2094314733563,-1.56325983011358,NA,NA,-1.56325983011358,-1.2094314733563,-6.68679759078829,-7.1410715090105,NA,NA,-6.15952427342774,-6.29843130713095
4,"ld0505",29,NA,34,16.8,NA,28,18.1,NA,-1.55589714550607,-1.53247687129797,NA,-1.53247687129797,-1.55589714550607,NA,-0.548239117662636,-0.435143605138979,NA,-0.435143605138979,-0.548239117662636,NA,-6.79314742393352,-6.53404771819557,NA,-6.07035790058984,-6.32104865179376
4,"ld0505",29,NA,34,16.8,NA,28,18.1,NA,-1.55589714550607,-1.53247687129797,NA,-1.53247687129797,-1.55589714550607,NA,-0.548239117662636,-0.435143605138979,NA,-0.435143605138979,-0.548239117662636,NA,-6.73713852988515,-6.62333959788393,NA,-6.4002768952829,-6.13492097823667
5,"ld0505",29,NA,34,20.1,28,NA,15,NA,-1.97328134585145,-1.54646311327271,-1.54646311327271,NA,-1.97328134585145,NA,-2.56376974885457,-0.502682575449845,-0.502682575449845,NA,-2.56376974885457,NA,-6.89599788599447,-6.5886665561184,-6.52438317341227,NA,-6.20622444332167
5,"ld0505",29,NA,34,20.1,28,NA,15,NA,-1.97328134585145,-1.54646311327271,-1.54646311327271,NA,-1.97328134585145,NA,-2.56376974885457,-0.502682575449845,-0.502682575449845,NA,-2.56376974885457,NA,-6.68336691506935,-6.60432009669841,-6.29557954372783,NA,-6.22191577311635
6,"ld0505",29,NA,15.5,17.7,26,28,NA,NA,-1.57503648571677,-1.58474529984373,-1.57503648571677,-1.58474529984373,NA,NA,-0.640662181169936,-0.687545633512517,-0.640662181169936,-0.687545633512517,NA,NA,-6.61518646481989,-6.76383527111912,-5.91943885076864,-6.0817394465167,NA
6,"ld0505",29,NA,15.5,17.7,26,28,NA,NA,-1.57503648571677,-1.58474529984373,-1.57503648571677,-1.58474529984373,NA,NA,-0.640662181169936,-0.687545633512517,-0.640662181169936,-0.687545633512517,NA,NA,NA,-6.64907699300253,-5.95648012244899,-6.12327547177061,NA
7,"ld0505",29,NA,NA,NA,NA,NA,NA,NA,-1.50959257746438,-1.41058705368894,NA,-1.50959257746438,-1.41058705368894,NA,-0.32463631915013,0.153457163213355,NA,-0.32463631915013,0.153457163213355,NA,-6.27707901105544,NA,NA,-6.36324735099585,-5.66374469177639
7,"ld0505",29,NA,NA,NA,NA,NA,NA,NA,-1.50959257746438,-1.41058705368894,NA,-1.50959257746438,-1.41058705368894,NA,-0.32463631915013,0.153457163213355,NA,-0.32463631915013,0.153457163213355,NA,-6.39929664377969,-7.34299467943327,NA,-5.83973656770255,-5.72090310561633
8,"ld0505",29,NA,NA,NA,NA,NA,NA,-1.41469383564159,NA,-1.43129172705063,NA,-1.43129172705063,-1.41469383564159,0.133625687047391,NA,0.0534751721969694,NA,0.0534751721969694,0.133625687047391,-6.45597359828099,NA,-6.69977092477672,NA,NA,-6.05887897320413
8,"ld0505",29,NA,NA,NA,NA,NA,NA,-1.41469383564159,NA,-1.43129172705063,NA,-1.43129172705063,-1.41469383564159,0.133625687047391,NA,0.0534751721969694,NA,0.0534751721969694,0.133625687047391,-6.3003202885692,NA,-6.89659716777355,NA,-6.26061721027048,-5.99001511163415
9,"ld0505",29,NA,NA,NA,NA,NA,NA,-1.25526609871349,-1.29462717259407,NA,NA,-1.25526609871349,-1.29462717259407,0.903495478415404,0.713422519215532,NA,NA,0.903495478415404,0.713422519215532,-6.19647089083547,-6.30085144914717,NA,NA,-5.63720732820421,-5.75472336414974
9,"ld0505",29,NA,NA,NA,NA,NA,NA,-1.25526609871349,-1.29462717259407,NA,NA,-1.25526609871349,-1.29462717259407,0.903495478415404,0.713422519215532,NA,NA,0.903495478415404,0.713422519215532,-6.19647089083547,-6.52513201024846,NA,NA,-5.70866629218635,-5.77807072814673
10,"ld0505",29,NA,NA,NA,NA,NA,NA,NA,-1.2623083813389,-1.20397280432594,-1.2623083813389,-1.20397280432594,NA,NA,0.869488593791393,1.15118862522668,0.869488593791393,1.15118862522668,NA,NA,-5.9729685044553,-5.75965758982354,-6.05157425973499,-5.60760299642901,NA
