"samp_session","id","treatment","prior_temp_24","prior_temp_26","prior_temp_28","prior_temp_30","prior_temp_32","prior_temp_34","lnmass_24","lnmass_26","lnmass_28","lnmass_30","lnmass_32","lnmass_34","z_lnmass_24","z_lnmass_26","z_lnmass_28","z_lnmass_30","z_lnmass_32","z_lnmass_34","lnmr_24","lnmr_26","lnmr_28","lnmr_30","lnmr_32","lnmr_34"
5,"ld0472",29,16.6,NA,32,24,26,NA,-1.39432653281715,NA,-1.45671682541644,-1.39432653281715,-1.45671682541644,NA,0.231978530023813,NA,-0.0693015512989224,0.231978530023813,-0.0693015512989224,NA,-6.68225634455981,NA,-6.30298323084471,-6.22362550039975,-6.07484131307007,NA
6,"ld0472",29,NA,18.7,30,16.8,26,NA,NA,-1.41469383564159,-1.40242374304977,-1.40242374304977,-1.41469383564159,NA,NA,0.133625687047391,0.192877444650814,0.192877444650814,0.133625687047391,NA,NA,-6.37214595302457,-6.50255335869872,-6.27635865538084,NA,NA
6,"ld0472",29,NA,18.7,30,16.8,26,NA,NA,-1.41469383564159,-1.40242374304977,-1.40242374304977,-1.41469383564159,NA,NA,0.133625687047391,0.192877444650814,0.192877444650814,0.133625687047391,NA,NA,-7.0737083305098,-6.57465871660273,-6.35694831925682,-5.75191615102104,NA
7,"ld0472",29,34,NA,17.5,28,NA,17.5,-1.2801341652915,NA,-1.3509272172826,-1.3509272172826,NA,-1.2801341652915,0.783408637837752,NA,0.441551987189368,0.441551987189368,NA,0.783408637837752,-6.69474294086843,NA,-6.29415212888354,-6.11622016979032,NA,-5.86696721393311
7,"ld0472",29,34,NA,17.5,28,NA,17.5,-1.2801341652915,NA,-1.3509272172826,-1.3509272172826,NA,-1.2801341652915,0.783408637837752,NA,0.441551987189368,0.441551987189368,NA,0.783408637837752,-7.10358300999312,NA,-6.51395305870106,-6.09965435749756,NA,-5.39803253187628
8,"ld0472",29,NA,NA,NA,NA,NA,NA,NA,-1.31676829847128,-1.31676829847128,-1.31676829847128,-1.31676829847128,NA,NA,0.606503959821877,0.606503959821877,0.606503959821877,0.606503959821877,NA,NA,-6.33799812141194,-6.38589424664709,-6.35602470838762,-6.17284369483565,NA
8,"ld0472",29,NA,NA,NA,NA,NA,NA,NA,-1.31676829847128,-1.31676829847128,-1.31676829847128,-1.31676829847128,NA,NA,0.606503959821877,0.606503959821877,0.606503959821877,0.606503959821877,NA,NA,-6.77141141413536,-6.9601802243303,-6.64417309001083,-6.08187191662992,NA
9,"ld0472",29,NA,NA,NA,NA,NA,NA,-1.32802545299591,-1.29828348379718,NA,-1.29828348379718,NA,-1.32802545299591,0.552143637256511,0.695766347225932,NA,0.695766347225932,NA,0.552143637256511,-6.56719882016723,-6.81317903168158,NA,-6.38669041291416,NA,-5.7120066485907
9,"ld0472",29,NA,NA,NA,NA,NA,NA,-1.32802545299591,-1.29828348379718,NA,-1.29828348379718,NA,-1.32802545299591,0.552143637256511,0.695766347225932,NA,0.695766347225932,NA,0.552143637256511,-6.78495474994906,-6.96354326245633,NA,-6.37793123282427,NA,-5.74974697657355
10,"ld0472",29,NA,NA,NA,NA,NA,NA,-1.20064501423326,NA,-1.24827306322252,-1.20064501423326,NA,-1.24827306322252,1.16725838268375,NA,0.937264550712345,1.16725838268375,NA,0.937264550712345,-6.94076461742205,NA,-6.45327412642415,-6.28239008865361,NA,-6.03594983068687
10,"ld0472",29,NA,NA,NA,NA,NA,NA,-1.20064501423326,NA,-1.24827306322252,-1.20064501423326,NA,-1.24827306322252,1.16725838268375,NA,0.937264550712345,1.16725838268375,NA,0.937264550712345,-6.73764620578816,NA,-6.30535399634753,-6.15227361112916,NA,-6.07585282267785
1,"ld0473",29,23.9,NA,32,NA,25.1,24,-1.51412773262978,NA,-1.57503648571677,NA,-1.57503648571677,-1.51412773262978,-0.346536391422849,NA,-0.640662181169936,NA,-0.640662181169936,-0.346536391422849,-6.43763877596715,NA,-6.18322363121746,NA,-5.83151252852262,-5.71056200434939
1,"ld0473",29,23.9,NA,32,NA,25.1,24,-1.51412773262978,NA,-1.57503648571677,NA,-1.57503648571677,-1.51412773262978,-0.346536391422849,NA,-0.640662181169936,NA,-0.640662181169936,-0.346536391422849,-6.4772479140622,NA,-6.09806582287715,NA,-5.7457457067652,-5.58099101294097
2,"ld0473",29,34,26.2,NA,26,NA,25,-1.51868354916564,-1.53711725085447,NA,-1.53711725085447,NA,-1.51868354916564,-0.368536236578751,-0.457551801541114,NA,-0.457551801541114,NA,-0.368536236578751,-7.31135378634099,-6.69481082897838,NA,-6.45410521499478,NA,-5.71270928218986
2,"ld0473",29,34,26.2,NA,26,NA,25,-1.51868354916564,-1.53711725085447,NA,-1.53711725085447,NA,-1.51868354916564,-0.368536236578751,-0.457551801541114,NA,-0.457551801541114,NA,-0.368536236578751,-6.99403991628284,-7.57430371663201,NA,-6.40992438171306,NA,-5.45488017288776
3,"ld0473",29,32,NA,23.5,28,20.7,NA,-1.53711725085447,NA,-1.73160554640831,-1.73160554640831,-1.53711725085447,NA,-0.457551801541114,NA,-1.39672754602951,-1.39672754602951,-0.457551801541114,NA,-6.37220655439537,NA,-7.62348250785043,-6.15419524106886,-5.98502117649903,NA
3,"ld0473",29,32,NA,23.5,28,20.7,NA,-1.53711725085447,NA,-1.73160554640831,-1.73160554640831,-1.53711725085447,NA,-0.457551801541114,NA,-1.39672754602951,-1.39672754602951,-0.457551801541114,NA,-6.01744239225355,NA,-6.15340011632684,-6.09118227324013,-5.94692133026676,NA
4,"ld0473",29,32,16.8,NA,26,19,NA,-1.49165487677772,-1.41469383564159,NA,-1.41469383564159,-1.49165487677772,NA,-0.238015922026296,0.133625687047391,NA,0.133625687047391,-0.238015922026296,NA,-6.22226528310733,-6.07850456139693,NA,-5.842891126662,-5.67240877403336,NA
4,"ld0473",29,32,16.8,NA,26,19,NA,-1.49165487677772,-1.41469383564159,NA,-1.41469383564159,-1.49165487677772,NA,-0.238015922026296,0.133625687047391,NA,0.133625687047391,-0.238015922026296,NA,-6.40594369221257,-6.25216805544777,NA,-6.03474954047918,-5.88666337793032,NA
5,"ld0473",29,17.6,NA,32,24,24.8,NA,-1.40242374304977,NA,-1.40649706843741,-1.40242374304977,-1.40649706843741,NA,0.192877444650814,NA,0.173207528820752,0.192877444650814,0.173207528820752,NA,-6.95624411406603,NA,-6.5416735666628,-6.01843577903408,-6.37892659633366,NA
5,"ld0473",29,17.6,NA,32,24,24.8,NA,-1.40242374304977,NA,-1.40649706843741,-1.40242374304977,-1.40649706843741,NA,0.192877444650814,NA,0.173207528820752,0.192877444650814,0.173207528820752,NA,-6.78301219616335,NA,-6.51345852886234,-6.04292679904237,-5.83660230550829,NA
6,"ld0473",29,NA,15.1,30,15.5,26,NA,NA,-1.40242374304977,-1.41058705368894,-1.41058705368894,-1.40242374304977,NA,NA,0.192877444650814,0.153457163213355,0.153457163213355,0.192877444650814,NA,NA,-6.31386734995102,-5.98953709094591,-5.94625235218157,-5.74681775888205,NA
6,"ld0473",29,NA,15.1,30,15.5,26,NA,NA,-1.40242374304977,-1.41058705368894,-1.41058705368894,-1.40242374304977,NA,NA,0.192877444650814,0.153457163213355,0.153457163213355,0.192877444650814,NA,NA,-6.55898980798401,-5.98294771549573,-5.94625235218157,NA,NA
7,"ld0473",29,34,NA,17,28,NA,17,-1.29828348379718,NA,-1.3704210119636,-1.3704210119636,NA,-1.29828348379718,0.695766347225932,NA,0.347417278052768,0.347417278052768,NA,0.695766347225932,-6.85197151879389,NA,-6.78998812724325,-6.15012683216342,NA,-5.5664744048992
7,"ld0473",29,34,NA,17,28,NA,17,-1.29828348379718,NA,-1.3704210119636,-1.3704210119636,NA,-1.29828348379718,0.695766347225932,NA,0.347417278052768,0.347417278052768,NA,0.695766347225932,-6.82858775652702,NA,-6.7525790752462,-5.96934255468835,NA,NA
8,"ld0473",29,NA,NA,NA,NA,NA,NA,-1.29462717259407,-1.29462717259407,NA,-1.29462717259407,NA,-1.29462717259407,0.713422519215532,0.713422519215532,NA,0.713422519215532,NA,0.713422519215532,-6.55183719642795,-6.54584159172028,NA,-6.15074670485869,NA,-5.50507320737787
8,"ld0473",29,NA,NA,NA,NA,NA,NA,-1.29462717259407,-1.29462717259407,NA,-1.29462717259407,NA,-1.29462717259407,0.713422519215532,0.713422519215532,NA,0.713422519215532,NA,0.713422519215532,-6.4579842876216,-6.30451572132288,NA,-6.23135905082732,NA,-5.55356755731648
9,"ld0473",29,NA,NA,NA,NA,NA,NA,-1.20064501423326,NA,-1.2413285908697,-1.2413285908697,-1.20064501423326,NA,1.16725838268375,NA,0.970799113671303,0.970799113671303,1.16725838268375,NA,-6.16988217708439,NA,-5.80971329425666,-5.78908290483729,-5.33315037252858,NA
9,"ld0473",29,NA,NA,NA,NA,NA,NA,-1.20064501423326,NA,-1.2413285908697,-1.2413285908697,-1.20064501423326,NA,1.16725838268375,NA,0.970799113671303,0.970799113671303,1.16725838268375,NA,-6.31733490822752,NA,-6.34477123141042,-5.60541816449687,-5.62765841005076,NA
10,"ld0473",29,NA,NA,NA,NA,NA,NA,-1.20731170559145,-1.1679623668029,NA,NA,-1.1679623668029,-1.20731170559145,1.13506521238642,1.32508150332374,NA,NA,1.32508150332374,1.13506521238642,-6.44630540763669,-5.93711712532409,NA,NA,-5.87932453024849,-5.74044785684271
10,"ld0473",29,NA,NA,NA,NA,NA,NA,-1.20731170559145,-1.1679623668029,NA,NA,-1.1679623668029,-1.20731170559145,1.13506521238642,1.32508150332374,NA,NA,1.32508150332374,1.13506521238642,-6.59422553771331,-6.08404755717786,NA,NA,-6.04489069420173,-5.45650410650154
4,"ld0476",23,NA,34,18.5,NA,28,17.7,NA,-1.57987911019256,-1.54646311327271,NA,-1.54646311327271,-1.57987911019256,NA,-0.664047009724141,-0.502682575449845,NA,-0.502682575449845,-0.664047009724141,NA,-6.49031077744427,-6.04786054494442,NA,-6.11662838629248,-6.06493567566162
4,"ld0476",23,NA,34,18.5,NA,28,17.7,NA,-1.57987911019256,-1.54646311327271,NA,-1.54646311327271,-1.57987911019256,NA,-0.664047009724141,-0.502682575449845,NA,-0.502682575449845,-0.664047009724141,NA,-6.36691318987441,-6.29257329883659,NA,-6.02921792070453,-6.32886856790174
5,"ld0476",23,16.8,NA,32,24,27.2,NA,-1.50058350752202,NA,-1.56542102701733,-1.50058350752202,-1.56542102701733,NA,-0.281131901847406,NA,-0.594229538234124,-0.281131901847406,-0.594229538234124,NA,-6.54103667564288,NA,-6.4807317338286,-6.09781284579919,-6.11340563201781,NA
5,"ld0476",23,16.8,NA,32,24,27.2,NA,-1.50058350752202,NA,-1.56542102701733,-1.50058350752202,-1.56542102701733,NA,-0.281131901847406,NA,-0.594229538234124,-0.281131901847406,-0.594229538234124,NA,-6.90704088164797,NA,-6.58726605694911,-6.03334255843054,-6.09400737189252,NA
6,"ld0476",23,15.7,30,NA,16.4,NA,24,-1.45243416362444,-1.43969513784701,NA,-1.43969513784701,NA,-1.45243416362444,-0.0486207588355985,0.0128954572662731,NA,0.0128954572662731,NA,-0.0486207588355985,-7.34696507753381,-6.38451144471563,NA,-6.78773974980873,NA,-6.39145284987729
6,"ld0476",23,15.7,30,NA,16.4,NA,24,-1.45243416362444,-1.43969513784701,NA,-1.43969513784701,NA,-1.45243416362444,-0.0486207588355985,0.0128954572662731,NA,0.0128954572662731,NA,-0.0486207588355985,-6.99133234317352,-6.59653119180612,NA,-6.43943305554052,NA,-6.48749003807424
7,"ld0476",23,34,NA,16.4,28,NA,17.2,-1.36649173382371,NA,-1.41058705368894,-1.41058705368894,NA,-1.36649173382371,0.366391595822504,NA,0.153457163213355,0.153457163213355,NA,0.366391595822504,-6.523840449433,NA,-6.60449792533107,-6.18766619099823,NA,-5.63837873482158
7,"ld0476",23,34,NA,16.4,28,NA,17.2,-1.36649173382371,NA,-1.41058705368894,-1.41058705368894,NA,-1.36649173382371,0.366391595822504,NA,0.153457163213355,0.153457163213355,NA,0.366391595822504,-6.12597994071006,NA,-6.4315584483704,-6.4833958715935,NA,-6.083391140018
8,"ld0476",23,NA,NA,NA,NA,NA,NA,-1.37436579025462,-1.37436579025462,NA,-1.37436579025462,NA,-1.37436579025462,0.328368110709525,0.328368110709525,NA,0.328368110709525,NA,0.328368110709525,-6.71931851758028,-6.70832925677816,NA,-6.24975005028447,NA,-5.99027988960456
8,"ld0476",23,NA,NA,NA,NA,NA,NA,-1.37436579025462,-1.37436579025462,NA,-1.37436579025462,NA,-1.37436579025462,0.328368110709525,0.328368110709525,NA,0.328368110709525,NA,0.328368110709525,-6.69922407052052,-6.64683179221637,NA,-6.37273527312814,NA,-5.79048370228734
9,"ld0476",23,NA,NA,NA,NA,NA,NA,-1.35479569406052,-1.33941077522104,NA,-1.33941077522104,NA,-1.35479569406052,0.422871276622218,0.497164398292165,NA,0.497164398292165,NA,0.422871276622218,-6.76417416973922,-6.40806212276493,NA,-6.69695422666414,NA,-5.84649642759116
9,"ld0476",23,NA,NA,NA,NA,NA,NA,-1.35479569406052,-1.33941077522104,NA,-1.33941077522104,NA,-1.35479569406052,0.422871276622218,0.497164398292165,NA,0.497164398292165,NA,0.422871276622218,-6.53287681669808,-6.40806212276493,NA,-6.61077653042309,NA,-5.74198372885567
10,"ld0476",23,NA,NA,NA,NA,NA,NA,-2.17155683058764,-1.13943428318836,NA,NA,-1.13943428318836,-2.17155683058764,-3.52123366955293,1.46284241120364,NA,NA,1.46284241120364,-3.52123366955293,-6.63476479227278,-6.07700822124147,NA,NA,-5.48554939808362,-5.74528785038094
10,"ld0476",23,NA,NA,NA,NA,NA,NA,-2.17155683058764,-1.13943428318836,NA,NA,-1.13943428318836,-2.17155683058764,-3.52123366955293,1.46284241120364,NA,NA,1.46284241120364,-3.52123366955293,-6.68652278610774,-6.00801534975452,NA,NA,-5.79676196794559,-5.94428909637355
1,"ld0477",23,24.2,34,NA,NA,24,23.7,-1.75446368448436,-1.46101790731583,NA,NA,-1.75446368448436,-1.46101790731583,-1.50710852697266,-0.0900712936809144,NA,NA,-1.50710852697266,-0.0900712936809144,-6.90326979692463,-6.09013483931313,NA,NA,-6.05263001443914,-5.78784798219263
1,"ld0477",23,24.2,34,NA,NA,24,23.7,-1.75446368448436,-1.46101790731583,NA,NA,-1.75446368448436,-1.46101790731583,-1.50710852697266,-0.0900712936809144,NA,NA,-1.50710852697266,-0.0900712936809144,-7.09183008680876,-6.61924250791657,NA,NA,-6.03241301129815,-5.72713130901147
2,"ld0477",23,NA,21.6,34,26,NA,22.3,NA,-1.50058350752202,-1.54177926396029,-1.50058350752202,NA,-1.54177926396029,NA,-0.281131901847406,-0.480064465436885,-0.281131901847406,NA,-0.480064465436885,NA,-6.54294365369111,-6.27776255015302,NA,NA,-6.02806599439501
2,"ld0477",23,NA,21.6,34,26,NA,22.3,NA,-1.50058350752202,-1.54177926396029,-1.50058350752202,NA,-1.54177926396029,NA,-0.281131901847406,-0.480064465436885,-0.281131901847406,NA,-0.480064465436885,NA,-6.62327017007948,-6.0167487247834,NA,NA,-6.41906340190887
3,"ld0477",23,NA,30,16.88,17.5,NA,28,NA,-1.55116900431012,-1.56064774826467,-1.55116900431012,NA,-1.56064774826467,NA,-0.525407124019504,-0.571179577240779,-0.525407124019504,NA,-0.571179577240779,NA,-6.77784371252115,-6.12622132035213,-6.69715922177677,NA,-6.01392449234398
3,"ld0477",23,NA,30,16.88,17.5,NA,28,NA,-1.55116900431012,-1.56064774826467,-1.55116900431012,NA,-1.56064774826467,NA,-0.525407124019504,-0.571179577240779,-0.525407124019504,NA,-0.571179577240779,NA,-6.5547293971262,-6.54311512428392,-6.27519753369512,NA,-5.75252587098549
4,"ld0477",23,NA,NA,30,18.5,24,NA,-1.38629436111989,NA,-1.39432653281715,-1.39432653281715,-1.38629436111989,NA,0.270765547063349,NA,0.231978530023813,0.231978530023813,0.270765547063349,NA,-6.65241971573534,NA,-6.57513173080808,-6.57353015069123,-5.50533863830215,NA
4,"ld0477",23,NA,NA,30,18.5,24,NA,-1.38629436111989,NA,-1.39432653281715,-1.39432653281715,-1.38629436111989,NA,0.270765547063349,NA,0.231978530023813,0.231978530023813,0.270765547063349,NA,-6.83734205422935,NA,-6.26183708249958,-6.48622641878065,-5.56108062131039,NA
5,"ld0477",23,30,NA,18.7,15.9,28,NA,-1.38629436111989,NA,-1.36257783450257,-1.38629436111989,-1.36257783450257,NA,0.270765547063349,NA,0.385291649927628,0.270765547063349,0.385291649927628,NA,-6.34158805629505,NA,-5.81802485285594,-5.51067897932435,-6.09812477686674,NA
5,"ld0477",23,30,NA,18.7,15.9,28,NA,-1.38629436111989,NA,-1.36257783450257,-1.38629436111989,-1.36257783450257,NA,0.270765547063349,NA,0.385291649927628,0.270765547063349,0.385291649927628,NA,-5.92985333517329,NA,-6.28032343572727,-5.93384366453192,-5.63110177575914,NA
6,"ld0477",23,NA,15.7,18.5,26,28,NA,NA,-1.40242374304977,-1.33941077522104,-1.40242374304977,-1.33941077522104,NA,NA,0.192877444650814,0.497164398292165,0.192877444650814,0.497164398292165,NA,NA,-6.34922156935439,-6.85127356750736,-6.03551068936942,-6.02019509060254,NA
6,"ld0477",23,NA,15.7,18.5,26,28,NA,NA,-1.40242374304977,-1.33941077522104,-1.40242374304977,-1.33941077522104,NA,NA,0.192877444650814,0.497164398292165,0.192877444650814,0.497164398292165,NA,NA,-6.88069923767305,-6.37796028859398,-5.97608726889862,-5.82854521692247,NA
7,"ld0477",23,NA,NA,NA,NA,NA,NA,NA,-1.28735441326499,-1.33941077522104,NA,-1.28735441326499,-1.33941077522104,NA,0.748542366083041,0.497164398292165,NA,0.748542366083041,0.497164398292165,NA,-6.74116800650811,-6.3100232256456,NA,-6.1699632912159,-6.80083626888228
7,"ld0477",23,NA,NA,NA,NA,NA,NA,NA,-1.28735441326499,-1.33941077522104,NA,-1.28735441326499,-1.33941077522104,NA,0.748542366083041,0.497164398292165,NA,0.748542366083041,0.497164398292165,NA,-6.68112268706232,-6.84670580324789,NA,-6.26037892681234,-5.88022587586361
8,"ld0477",23,NA,NA,NA,NA,NA,NA,-1.23443201181064,-1.2801341652915,NA,-1.23443201181064,-1.2801341652915,NA,1.00410240194257,0.783408637837752,NA,1.00410240194257,0.783408637837752,NA,-6.47150844623558,-6.63539786494577,NA,-6.21712637585765,-6.42234915051818,NA
8,"ld0477",23,NA,NA,NA,NA,NA,NA,-1.23443201181064,-1.2801341652915,NA,-1.23443201181064,-1.2801341652915,NA,1.00410240194257,0.783408637837752,NA,1.00410240194257,0.783408637837752,NA,-6.67194175297258,-6.59835659326543,NA,-6.05448565109756,-6.07906692801295,NA
9,"ld0477",23,NA,NA,NA,NA,NA,NA,-1.11169752821677,-1.13320373343773,NA,NA,-1.11169752821677,-1.13320373343773,1.59678202657208,1.49292947214457,NA,NA,1.59678202657208,1.49292947214457,-6.0376440642816,-6.31988923379248,NA,NA,-5.61736013718841,-5.87801433221919
9,"ld0477",23,NA,NA,NA,NA,NA,NA,-1.11169752821677,-1.13320373343773,NA,NA,-1.11169752821677,-1.13320373343773,1.59678202657208,1.49292947214457,NA,NA,1.59678202657208,1.49292947214457,-6.03062649162295,-6.20622991531996,NA,NA,-5.27223815898772,-5.44679672800861
10,"ld0477",23,NA,NA,NA,NA,NA,NA,NA,-1.13010295575948,-1.10866262452161,-1.13010295575948,-1.10866262452161,NA,NA,1.50790299626421,1.6114374480165,1.50790299626421,1.6114374480165,NA,NA,-6.03416703908144,NA,-5.6094635741741,NA,NA
10,"ld0477",23,NA,NA,NA,NA,NA,NA,NA,-1.13010295575948,-1.10866262452161,-1.13010295575948,-1.10866262452161,NA,NA,1.50790299626421,1.6114374480165,1.50790299626421,1.6114374480165,NA,NA,-6.26778189026294,-5.83579992028369,-5.39816728485013,NA,NA
1,"ld0479",23,23.9,NA,32,NA,24.4,24,-1.44392347395653,NA,-1.53711725085447,NA,-1.53711725085447,-1.44392347395653,-0.00752299877653467,NA,-0.457551801541114,NA,-0.457551801541114,-0.00752299877653467,-6.45056977949448,NA,-6.38088626658844,NA,-5.8466650371329,-5.57544997483184
1,"ld0479",23,23.9,NA,32,NA,24.4,24,-1.44392347395653,NA,-1.53711725085447,NA,-1.53711725085447,-1.44392347395653,-0.00752299877653467,NA,-0.457551801541114,NA,-0.457551801541114,-0.00752299877653467,-6.246686229863,NA,-6.59102806559347,NA,-6.0660278656072,-5.88288864571969
2,"ld0479",23,24.6,NA,34,NA,24,22.8,-1.43969513784701,NA,-1.51412773262978,NA,-1.43969513784701,-1.51412773262978,0.0128954572662731,NA,-0.346536391422849,NA,0.0128954572662731,-0.346536391422849,-6.43468211149395,NA,-6.17874402502135,NA,-5.83159763967096,-6.23237332481724
2,"ld0479",23,24.6,NA,34,NA,24,22.8,-1.43969513784701,NA,-1.51412773262978,NA,-1.43969513784701,-1.51412773262978,0.0128954572662731,NA,-0.346536391422849,NA,0.0128954572662731,-0.346536391422849,-6.65418267152966,NA,-6.52526659749606,NA,-5.77490229599442,-5.83349802638813
3,"ld0479",23,NA,30,19,21.2,NA,28,NA,-1.41058705368894,-1.4784096500277,-1.41058705368894,NA,-1.4784096500277,NA,0.153457163213355,-0.174055282860608,0.153457163213355,NA,-0.174055282860608,NA,-6.76841695132991,-6.32085871491163,-6.60151496622132,NA,-5.89378573086577
3,"ld0479",23,NA,30,19,21.2,NA,28,NA,-1.41058705368894,-1.4784096500277,-1.41058705368894,NA,-1.4784096500277,NA,0.153457163213355,-0.174055282860608,0.153457163213355,NA,-0.174055282860608,NA,-6.68208782486831,-6.32085871491163,-6.17509728077828,NA,-5.88502143287218
4,"ld0479",23,32,18.3,NA,26,20.3,NA,-1.42711635564015,-1.39030238251743,NA,-1.39030238251743,-1.42711635564015,NA,0.0736378639506656,0.251410981436457,NA,0.251410981436457,0.0736378639506656,NA,-6.47464252813223,-6.79519924520845,NA,-6.11052430727731,-6.42309744960668,NA
4,"ld0479",23,32,18.3,NA,26,20.3,NA,-1.42711635564015,-1.39030238251743,NA,-1.39030238251743,-1.42711635564015,NA,0.0736378639506656,0.251410981436457,NA,0.251410981436457,0.0736378639506656,NA,-6.61992677875385,-6.92323495712303,NA,-6.24548053984842,-6.44141857275428,NA
5,"ld0479",23,NA,16.8,34,NA,26,27,NA,-1.38230233985035,-1.44392347395653,NA,-1.38230233985035,-1.44392347395653,NA,0.290042848749576,-0.00752299877653467,NA,0.290042848749576,-0.00752299877653467,NA,-6.51135720273289,-6.4141466427607,NA,-5.96826085268642,-5.68010258850452
5,"ld0479",23,NA,16.8,34,NA,26,27,NA,-1.38230233985035,-1.44392347395653,NA,-1.38230233985035,-1.44392347395653,NA,0.290042848749576,-0.00752299877653467,NA,0.290042848749576,-0.00752299877653467,NA,-6.83652236843941,-6.38674766857258,NA,-6.32357617710911,-5.76889808728765
6,"ld0479",23,NA,15.3,30,16.1,26,NA,NA,-1.45671682541644,-1.36649173382371,-1.36649173382371,-1.45671682541644,NA,NA,-0.0693015512989224,0.366391595822504,0.366391595822504,-0.0693015512989224,NA,NA,-6.36268857718183,-6.22957151322528,-6.3714042450608,-6.05678633531001,NA
6,"ld0479",23,NA,15.3,30,16.1,26,NA,NA,-1.45671682541644,-1.36649173382371,-1.36649173382371,-1.45671682541644,NA,NA,-0.0693015512989224,0.366391595822504,0.366391595822504,-0.0693015512989224,NA,NA,-6.25645671025209,-6.24652107153905,-6.03410777595938,-5.71632605751084,NA
7,"ld0479",23,34,NA,15.9,28,NA,17,-1.32050662058189,NA,-1.39030238251743,-1.39030238251743,NA,-1.32050662058189,0.588451760632363,NA,0.251410981436457,0.251410981436457,NA,0.588451760632363,-6.52401251958069,NA,-6.33967878831849,-6.06824158611793,NA,-5.46419741782449
7,"ld0479",23,34,NA,15.9,28,NA,17,-1.32050662058189,NA,-1.39030238251743,-1.39030238251743,NA,-1.32050662058189,0.588451760632363,NA,0.251410981436457,0.251410981436457,NA,0.588451760632363,-6.94263194947995,NA,-7.28440745551318,-6.1569915900306,NA,-5.659170092172
8,"ld0479",23,NA,NA,NA,NA,NA,NA,-1.29462717259407,-1.29462717259407,NA,-1.29462717259407,NA,-1.29462717259407,0.713422519215532,0.713422519215532,NA,0.713422519215532,NA,0.713422519215532,-6.71153335370393,-6.62703174645029,NA,-6.92277932828141,NA,-5.74462279407919
8,"ld0479",23,NA,NA,NA,NA,NA,NA,-1.29462717259407,-1.29462717259407,NA,-1.29462717259407,NA,-1.29462717259407,0.713422519215532,0.713422519215532,NA,0.713422519215532,NA,0.713422519215532,-6.74705621436244,-6.80637267510611,NA,-6.42007135538812,NA,-5.56606772008071
9,"ld0479",23,NA,NA,NA,NA,NA,NA,-1.23443201181064,-1.29828348379718,NA,-1.29828348379718,NA,-1.23443201181064,1.00410240194257,0.695766347225932,NA,0.695766347225932,NA,1.00410240194257,-6.56397675880878,-6.88065560265056,NA,-6.01300553642763,NA,-5.45286836266503
9,"ld0479",23,NA,NA,NA,NA,NA,NA,-1.23443201181064,-1.29828348379718,NA,-1.29828348379718,NA,-1.23443201181064,1.00410240194257,0.695766347225932,NA,0.695766347225932,NA,1.00410240194257,-6.6579720140318,-6.38619695634878,NA,-6.24731105040721,NA,-5.55505930356157
10,"ld0479",23,NA,NA,NA,NA,NA,NA,-1.26584820804402,-1.20731170559145,NA,NA,-1.20731170559145,-1.26584820804402,0.852394920510552,1.13506521238642,NA,NA,1.13506521238642,0.852394920510552,-7.2120034512621,-6.54556831358682,NA,NA,-6.61816294882223,-5.7821148832571
10,"ld0479",23,NA,NA,NA,NA,NA,NA,-1.26584820804402,-1.20731170559145,NA,NA,-1.20731170559145,-1.26584820804402,0.852394920510552,1.13506521238642,NA,NA,1.13506521238642,0.852394920510552,-6.90892405952981,-6.7712836622894,NA,NA,-6.29938107988286,-5.7978014794248
1,"ld0481",23,24.4,30,NA,25.5,24,NA,-1.58474529984373,-1.51868354916564,NA,-1.51868354916564,-1.58474529984373,NA,-0.687545633512517,-0.368536236578751,NA,-0.368536236578751,-0.687545633512517,NA,-7.44556258636698,-6.59652986021374,NA,-5.91749208031148,-6.27654031900801,NA
1,"ld0481",23,24.4,30,NA,25.5,24,NA,-1.58474529984373,-1.51868354916564,NA,-1.51868354916564,-1.58474529984373,NA,-0.687545633512517,-0.368536236578751,NA,-0.368536236578751,-0.687545633512517,NA,-7.0233496209576,-6.87816961820955,NA,-5.94261903038891,-6.35587921433577,NA
2,"ld0481",23,34,25.5,NA,26,NA,26,-1.57021719928082,-1.55116900431012,NA,-1.55116900431012,NA,-1.57021719928082,-0.617390051021969,-0.525407124019504,NA,-0.525407124019504,NA,-0.617390051021969,-6.92343063172275,-6.34367740359057,NA,-6.48731944849421,NA,-5.75767209386085
2,"ld0481",23,34,25.5,NA,26,NA,26,-1.57021719928082,-1.55116900431012,NA,-1.55116900431012,NA,-1.57021719928082,-0.617390051021969,-0.525407124019504,NA,-0.525407124019504,NA,-0.617390051021969,-6.68409239448856,-6.7285309170108,NA,-6.97061554124704,NA,-6.17085924806293
3,"ld0481",23,NA,30,19.2,25.6,NA,28,NA,-1.78976146656538,-1.67131331615219,-1.78976146656538,NA,-1.67131331615219,NA,-1.67756002211448,-1.10557891892879,-1.67756002211448,NA,-1.10557891892879,NA,-7.27938855559054,-6.67042882538045,-6.44911707954778,NA,-7.62021350113896
3,"ld0481",23,NA,30,19.2,25.6,NA,28,NA,-1.78976146656538,-1.67131331615219,-1.78976146656538,NA,-1.67131331615219,NA,-1.67756002211448,-1.10557891892879,-1.67756002211448,NA,-1.10557891892879,NA,-6.64585377783211,-6.82805776958403,-6.8959893767701,NA,-6.02072591955803
